ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	135 	2.0 	0.008251
ABMODEL_GROUP 	methox 	88 	6.5 	0.816245
ABMODEL_GROUP 	feo 	88 	6.5 	0.000126
ABMODEL_GROUP 	methanogens 	88 	6.5 	1.8e-05
ABMODEL_GROUP 	anme 	88 	6.5 	0.045408
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	89 	6.4 	0.000129
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	89 	6.4 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	89 	6.4 	0.045322
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	89 	6.4 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	89 	6.4 	0.003993
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	89 	6.4 	0.013326
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	89 	6.4 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	89 	6.4 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	89 	6.4 	0.120611
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	89 	6.4 	0.816295
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	89 	6.4 	0.000272
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	89 	6.4 	3.3e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	89 	6.4 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	89 	6.4 	-0.0
ABMODEL_GROUP 	srb 	89 	6.4 	3.3e-05
ABMODEL_GROUP 	sulfox 	89 	6.4 	0.134209
ABMODEL_GROUP 	amo 	89 	6.4 	0.003993
ABMODEL_GROUP 	methox 	89 	6.4 	0.816295
ABMODEL_GROUP 	feo 	89 	6.4 	0.000129
ABMODEL_GROUP 	methanogens 	89 	6.4 	1.9e-05
ABMODEL_GROUP 	anme 	89 	6.4 	0.045322
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	90 	6.3 	0.000126
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	90 	6.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	90 	6.3 	0.045275
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	90 	6.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	90 	6.3 	0.004
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	90 	6.3 	0.01353
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	90 	6.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	90 	6.3 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	90 	6.3 	0.12042
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	90 	6.3 	0.816319
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	90 	6.3 	0.000278
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	90 	6.3 	3.4e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	90 	6.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	90 	6.3 	-0.0
ABMODEL_GROUP 	srb 	90 	6.3 	3.4e-05
ABMODEL_GROUP 	sulfox 	90 	6.3 	0.134228
ABMODEL_GROUP 	amo 	90 	6.3 	0.004
ABMODEL_GROUP 	methox 	90 	6.3 	0.816319
ABMODEL_GROUP 	feo 	90 	6.3 	0.000126
ABMODEL_GROUP 	methanogens 	90 	6.3 	1.9e-05
ABMODEL_GROUP 	anme 	90 	6.3 	0.045275
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	91 	6.3 	0.000129
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	91 	6.3 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	91 	6.3 	0.045229
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	91 	6.3 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	91 	6.3 	0.003995
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	91 	6.3 	0.013749
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	91 	6.3 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	91 	6.3 	2e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	91 	6.3 	0.120216
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	91 	6.3 	0.816348
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	91 	6.3 	0.000283
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	91 	6.3 	3.1e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	91 	6.3 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	91 	6.3 	-0.0
ABMODEL_GROUP 	srb 	91 	6.3 	3.1e-05
ABMODEL_GROUP 	sulfox 	91 	6.3 	0.134248
ABMODEL_GROUP 	amo 	91 	6.3 	0.003995
ABMODEL_GROUP 	methox 	91 	6.3 	0.816348
ABMODEL_GROUP 	feo 	91 	6.3 	0.000129
ABMODEL_GROUP 	methanogens 	91 	6.3 	2e-05
ABMODEL_GROUP 	anme 	91 	6.3 	0.045229
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	92 	6.2 	0.000126
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	92 	6.2 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	92 	6.2 	0.045183
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	92 	6.2 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	92 	6.2 	0.003996
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	92 	6.2 	0.013968
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	92 	6.2 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	92 	6.2 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	92 	6.2 	0.120004
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	92 	6.2 	0.816384
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	92 	6.2 	0.000288
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	92 	6.2 	3.2e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	92 	6.2 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	92 	6.2 	-0.0
ABMODEL_GROUP 	srb 	92 	6.2 	3.2e-05
ABMODEL_GROUP 	sulfox 	92 	6.2 	0.13426
ABMODEL_GROUP 	amo 	92 	6.2 	0.003996
ABMODEL_GROUP 	methox 	92 	6.2 	0.816384
ABMODEL_GROUP 	feo 	92 	6.2 	0.000126
ABMODEL_GROUP 	methanogens 	92 	6.2 	1.8e-05
ABMODEL_GROUP 	anme 	92 	6.2 	0.045183
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	93 	6.1 	0.000129
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	93 	6.1 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	93 	6.1 	0.045141
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	93 	6.1 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	93 	6.1 	0.004003
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	93 	6.1 	0.014166
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	93 	6.1 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	93 	6.1 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	93 	6.1 	0.119815
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	93 	6.1 	0.816425
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	93 	6.1 	0.000271
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	93 	6.1 	3.3e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	93 	6.1 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	93 	6.1 	-0.0
ABMODEL_GROUP 	srb 	93 	6.1 	3.3e-05
ABMODEL_GROUP 	sulfox 	93 	6.1 	0.134252
ABMODEL_GROUP 	amo 	93 	6.1 	0.004003
ABMODEL_GROUP 	methox 	93 	6.1 	0.816425
ABMODEL_GROUP 	feo 	93 	6.1 	0.000129
ABMODEL_GROUP 	methanogens 	93 	6.1 	1.9e-05
ABMODEL_GROUP 	anme 	93 	6.1 	0.045141
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	94 	6.0 	0.000131
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	94 	6.0 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	94 	6.0 	0.045097
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	94 	6.0 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	94 	6.0 	0.003998
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	94 	6.0 	0.014382
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	94 	6.0 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	94 	6.0 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	94 	6.0 	0.119621
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	94 	6.0 	0.816442
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	94 	6.0 	0.000275
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	94 	6.0 	3.3e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	94 	6.0 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	94 	6.0 	-0.0
ABMODEL_GROUP 	srb 	94 	6.0 	3.3e-05
ABMODEL_GROUP 	sulfox 	94 	6.0 	0.134279
ABMODEL_GROUP 	amo 	94 	6.0 	0.003998
ABMODEL_GROUP 	methox 	94 	6.0 	0.816442
ABMODEL_GROUP 	feo 	94 	6.0 	0.000131
ABMODEL_GROUP 	methanogens 	94 	6.0 	1.9e-05
ABMODEL_GROUP 	anme 	94 	6.0 	0.045097
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	95 	6.0 	0.000128
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	95 	6.0 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	95 	6.0 	0.045054
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	95 	6.0 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	95 	6.0 	0.004
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	95 	6.0 	0.014595
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	95 	6.0 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	95 	6.0 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	95 	6.0 	0.119415
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	95 	6.0 	0.816477
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	95 	6.0 	0.00028
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	95 	6.0 	3.1e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	95 	6.0 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	95 	6.0 	-0.0
ABMODEL_GROUP 	srb 	95 	6.0 	3.1e-05
ABMODEL_GROUP 	sulfox 	95 	6.0 	0.134291
ABMODEL_GROUP 	amo 	95 	6.0 	0.004
ABMODEL_GROUP 	methox 	95 	6.0 	0.816477
ABMODEL_GROUP 	feo 	95 	6.0 	0.000128
ABMODEL_GROUP 	methanogens 	95 	6.0 	1.9e-05
ABMODEL_GROUP 	anme 	95 	6.0 	0.045054
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	96 	5.9 	0.000131
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	96 	5.9 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	96 	5.9 	0.045012
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	96 	5.9 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	96 	5.9 	0.003999
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	96 	5.9 	0.014809
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	96 	5.9 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	96 	5.9 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	96 	5.9 	0.119229
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	96 	5.9 	0.816484
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	96 	5.9 	0.000285
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	96 	5.9 	3.1e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	96 	5.9 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	96 	5.9 	-0.0
ABMODEL_GROUP 	srb 	96 	5.9 	3.1e-05
ABMODEL_GROUP 	sulfox 	96 	5.9 	0.134323
ABMODEL_GROUP 	amo 	96 	5.9 	0.003999
ABMODEL_GROUP 	methox 	96 	5.9 	0.816484
ABMODEL_GROUP 	feo 	96 	5.9 	0.000131
ABMODEL_GROUP 	methanogens 	96 	5.9 	1.9e-05
ABMODEL_GROUP 	anme 	96 	5.9 	0.045012
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	97 	5.8 	0.000128
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	97 	5.8 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	97 	5.8 	0.044972
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	97 	5.8 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	97 	5.8 	0.004005
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	97 	5.8 	0.01502
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	97 	5.8 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	97 	5.8 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	97 	5.8 	0.119012
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	97 	5.8 	0.816523
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	97 	5.8 	0.00029
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	97 	5.8 	3.2e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	97 	5.8 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	97 	5.8 	-0.0
ABMODEL_GROUP 	srb 	97 	5.8 	3.2e-05
ABMODEL_GROUP 	sulfox 	97 	5.8 	0.134322
ABMODEL_GROUP 	amo 	97 	5.8 	0.004005
ABMODEL_GROUP 	methox 	97 	5.8 	0.816523
ABMODEL_GROUP 	feo 	97 	5.8 	0.000128
ABMODEL_GROUP 	methanogens 	97 	5.8 	1.8e-05
ABMODEL_GROUP 	anme 	97 	5.8 	0.044972
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	98 	5.8 	0.00013
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	98 	5.8 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	98 	5.8 	0.044932
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	98 	5.8 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	98 	5.8 	0.004
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	98 	5.8 	0.01523
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	98 	5.8 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	98 	5.8 	1.8e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	98 	5.8 	0.118818
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	98 	5.8 	0.816544
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	98 	5.8 	0.000295
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	98 	5.8 	3.2e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	98 	5.8 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	98 	5.8 	-0.0
ABMODEL_GROUP 	srb 	98 	5.8 	3.2e-05
ABMODEL_GROUP 	sulfox 	98 	5.8 	0.134343
ABMODEL_GROUP 	amo 	98 	5.8 	0.004
ABMODEL_GROUP 	methox 	98 	5.8 	0.816544
ABMODEL_GROUP 	feo 	98 	5.8 	0.00013
ABMODEL_GROUP 	methanogens 	98 	5.8 	1.8e-05
ABMODEL_GROUP 	anme 	98 	5.8 	0.044932
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	99 	5.7 	0.000132
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	99 	5.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	99 	5.7 	0.044893
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	99 	5.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	99 	5.7 	0.004001
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	99 	5.7 	0.015439
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	99 	5.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	99 	5.7 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	99 	5.7 	0.118638
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	99 	5.7 	0.81657
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	99 	5.7 	0.000275
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	99 	5.7 	3.3e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	99 	5.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	99 	5.7 	-0.0
ABMODEL_GROUP 	srb 	99 	5.7 	3.3e-05
ABMODEL_GROUP 	sulfox 	99 	5.7 	0.134352
ABMODEL_GROUP 	amo 	99 	5.7 	0.004001
ABMODEL_GROUP 	methox 	99 	5.7 	0.81657
ABMODEL_GROUP 	feo 	99 	5.7 	0.000132
ABMODEL_GROUP 	methanogens 	99 	5.7 	1.9e-05
ABMODEL_GROUP 	anme 	99 	5.7 	0.044893
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	100 	5.7 	0.000129
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	100 	5.7 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	100 	5.7 	0.044857
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	100 	5.7 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	100 	5.7 	0.004
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	100 	5.7 	0.015647
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	100 	5.7 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	100 	5.7 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	100 	5.7 	0.118429
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	100 	5.7 	0.81661
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	100 	5.7 	0.000279
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	100 	5.7 	3e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	100 	5.7 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	100 	5.7 	-0.0
ABMODEL_GROUP 	srb 	100 	5.7 	3e-05
ABMODEL_GROUP 	sulfox 	100 	5.7 	0.134355
ABMODEL_GROUP 	amo 	100 	5.7 	0.004
ABMODEL_GROUP 	methox 	100 	5.7 	0.81661
ABMODEL_GROUP 	feo 	100 	5.7 	0.000129
ABMODEL_GROUP 	methanogens 	100 	5.7 	1.9e-05
ABMODEL_GROUP 	anme 	100 	5.7 	0.044857
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	101 	5.6 	0.000131
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	101 	5.6 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	101 	5.6 	0.044818
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	101 	5.6 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	101 	5.6 	0.004007
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	101 	5.6 	0.015853
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	101 	5.6 	-0.0
ABMODEL_REACTION 	4H2(aq)+CO2(aq)->CH4(aq)+2H2O 	101 	5.6 	1.9e-05
ABMODEL_REACTION 	1H2S(aq)+2O2(aq)->1HSO4-+1H+ 	101 	5.6 	0.118243
ABMODEL_REACTION 	1Methane(aq)+2O2(aq)->CO2(aq)+2H2O 	101 	5.6 	0.816616
ABMODEL_REACTION 	1H2(aq)+0.5O2(aq)->H2O 	101 	5.6 	0.000283
ABMODEL_REACTION 	4H2(aq)+1SO42-+2H+->H2S(aq)+4H2O 	101 	5.6 	3.1e-05
ABMODEL_REACTION 	4H2(aq)+HCO3-+H+->CH4(aq)+3H2O 	101 	5.6 	-0.0
ABMODEL_REACTION 	10HS-+8H2O+16NO3-->10HSO4-+8N2(g)+16OH- 	101 	5.6 	-0.0
ABMODEL_GROUP 	srb 	101 	5.6 	3.1e-05
ABMODEL_GROUP 	sulfox 	101 	5.6 	0.134379
ABMODEL_GROUP 	amo 	101 	5.6 	0.004007
ABMODEL_GROUP 	methox 	101 	5.6 	0.816616
ABMODEL_GROUP 	feo 	101 	5.6 	0.000131
ABMODEL_GROUP 	methanogens 	101 	5.6 	1.9e-05
ABMODEL_GROUP 	anme 	101 	5.6 	0.044818
ABMODEL_REACTION 	4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+ 	102 	5.5 	0.000133
ABMODEL_REACTION 	10CH4(aq)+16NO3-->10CO2(aq)+8N2(g)+12H20+16OH- 	102 	5.5 	-0.0
ABMODEL_REACTION 	CH4(aq)+SO42-+2H+->CO2(aq)+H2S(aq)+2H2O 	102 	5.5 	0.044783
ABMODEL_REACTION 	10H2S(aq)+16NO3-->10HSO4-+2H2O+8N2(g)+6OH- 	102 	5.5 	-0.0
ABMODEL_REACTION 	NH4++2O2(aq)->NO3-+H2O+2H+ 	102 	5.5 	0.004002
ABMODEL_REACTION 	1HS-+2O2(aq)->1HSO4- 	102 	5.5 	0.016056
ABMODEL_REACTION 	5H2(aq)+2NO3-+2H+->N2(g)+6H2O 	102 	5.5 	-0.0
